118	125	123	114.8	129	110	114	120	120	121	114	121	116	113	118	113	121	115	125	120	116	125	113	112	111	118	113	110	127	125	120	127	117	110	120	110	111	124	114	116	115	111	114	114	112	121	110	112	120	115	116	122	111	114	120	110	115	115	120	113	128	126	114	114	116	127	111	126	120	114	128	111	127	122	114	117	110	120	123	113	128	116	128	115	124	112	124	114	126	125	116	129	120	121	112	123	128	122	128	118	115	116	113	123	114	128	110	117	120	115	114	127	125	119	120	113	124	110	115	112	113	110	120	111	120	119	121	117	117	120	118	113	124	121	117	117	116	110	128	120	125	125	110	111	110	116	119	123	112	112	117	110	111	114	118	111	129	115	110	126	126
107	96	97	104	107	100	107	102	106	93	106	100	102	104	103	106	102	101	103	108	102	103	104	102	107	106	106	104	95	95	112	107	107	106	103	104	111	101	101	109	102	102	101	104	108	98	107	104	105	107	106	103	103	108	103	103	104	107	110	99	108	102	107	104	105	102	101	104	110	102	100	107	99	105	109	101	106	102	104	103	104	104	100	102	99	107	101	108	105	101	106	99	111	101	110	102	108	102	102	114	107	112	109	100	102	103	104	99	104	106	108	102	102	110	107	106	109	109	102	105	106	104	108	101	115	103	92	104	104	98	104	99	101	102	105	106	105	106	103	111	98	97	109	91	107	102	103	107	100	107	94	104	104	101	100	109	95	96	103	93	104
